# ---------------------------------- WARNING ----------------------------------------,,,,
# The data you have obtained from this automated U.S. Geological Survey database,,,,
# have not received Director's approval and as such are provisional and subject to,,,,
# revision.  The data are released on the condition that neither the USGS nor the,,,,
# United States Government may be held liable for any damages resulting from its use.,,,,
# Additional info: http://waterdata.usgs.gov/or/nwis/help/?provisional,,,,
#,,,,
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info,,,,
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2008-11-24 17:47:38 EST,,,,
#,,,,
# Data for the following site(s) are contained in this file,,,,
"#    USGS 14158500 MCKENZIE RIVER AT OUTLET OF CLEAR LAKE, OR",,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 14158500,,,,
#    DD parameter statistic   Description,,,,
"#    01   00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output: ,,,,
#     A  Approved for publication -- Processing and review completed.  ,,,,
#     P  Provisional data subject to revision.  ,,,,
#     e  Value has been estimated.  ,,,,
# ,,,,
5s,15s,16d,14n,10s
USGS,14158500,4/13/1962,890,A
USGS,14158500,4/14/1962,950,A
USGS,14158500,4/15/1962,990,A
USGS,14158500,4/16/1962,954,A
USGS,14158500,4/17/1962,914,A
USGS,14158500,4/18/1962,910,A
USGS,14158500,4/19/1962,926,A
USGS,14158500,4/20/1962,898,A
USGS,14158500,4/21/1962,854,A
USGS,14158500,4/22/1962,834,A
USGS,14158500,4/23/1962,834,A
USGS,14158500,4/24/1962,842,A
USGS,14158500,4/25/1962,834,A
USGS,14158500,4/26/1962,798,A
USGS,14158500,4/27/1962,906,A
USGS,14158500,4/28/1962,970,A
USGS,14158500,4/29/1962,898,A
USGS,14158500,4/30/1962,842,A
USGS,14158500,5/1/1962,814,A
USGS,14158500,5/2/1962,810,A
USGS,14158500,5/3/1962,842,A
USGS,14158500,5/4/1962,882,A
USGS,14158500,5/5/1962,842,A
USGS,14158500,5/6/1962,810,A
USGS,14158500,5/7/1962,794,A
USGS,14158500,5/8/1962,818,A
USGS,14158500,5/9/1962,874,A
USGS,14158500,5/10/1962,878,A
USGS,14158500,5/11/1962,838,A
USGS,14158500,5/12/1962,794,A
USGS,14158500,5/13/1962,770,A
USGS,14158500,5/14/1962,742,A
USGS,14158500,5/15/1962,714,A
USGS,14158500,5/16/1962,686,A
USGS,14158500,5/17/1962,666,A
USGS,14158500,5/18/1962,641,A
USGS,14158500,5/19/1962,620,A
USGS,14158500,5/20/1962,602,A
USGS,14158500,5/21/1962,584,A
USGS,14158500,5/22/1962,569,A
USGS,14158500,5/23/1962,566,A
USGS,14158500,5/24/1962,560,A
USGS,14158500,5/25/1962,575,A
USGS,14158500,5/26/1962,581,A
USGS,14158500,5/27/1962,578,A
USGS,14158500,5/28/1962,578,A
USGS,14158500,5/29/1962,584,A
USGS,14158500,5/30/1962,581,A
USGS,14158500,5/31/1962,575,A
USGS,14158500,6/1/1962,578,A
USGS,14158500,6/2/1962,578,A
USGS,14158500,6/3/1962,584,A
USGS,14158500,6/4/1962,572,A
USGS,14158500,6/5/1962,557,A
USGS,14158500,6/6/1962,554,A
USGS,14158500,6/7/1962,545,A
USGS,14158500,6/8/1962,542,A
USGS,14158500,6/9/1962,548,A
USGS,14158500,6/10/1962,551,A
USGS,14158500,6/11/1962,548,A
USGS,14158500,6/12/1962,530,A
USGS,14158500,6/13/1962,524,A
USGS,14158500,6/14/1962,518,A
USGS,14158500,6/15/1962,506,A
USGS,14158500,6/16/1962,506,A
USGS,14158500,6/17/1962,500,A
USGS,14158500,6/18/1962,494,A
USGS,14158500,6/19/1962,488,A
USGS,14158500,6/20/1962,482,A
USGS,14158500,6/21/1962,485,A
USGS,14158500,6/22/1962,479,A
USGS,14158500,6/23/1962,473,A
USGS,14158500,6/24/1962,467,A
USGS,14158500,6/25/1962,461,A
USGS,14158500,6/26/1962,458,A
USGS,14158500,6/27/1962,452,A
USGS,14158500,6/28/1962,443,A
USGS,14158500,6/29/1962,440,A
USGS,14158500,6/30/1962,434,A
USGS,14158500,7/1/1962,431,A
USGS,14158500,7/2/1962,428,A
USGS,14158500,7/3/1962,425,A
USGS,14158500,7/4/1962,422,A
USGS,14158500,7/5/1962,419,A
USGS,14158500,7/6/1962,416,A
USGS,14158500,7/7/1962,413,A
USGS,14158500,7/8/1962,410,A
USGS,14158500,7/9/1962,407,A
USGS,14158500,7/10/1962,404,A
USGS,14158500,7/11/1962,401,A
USGS,14158500,7/12/1962,398,A
USGS,14158500,7/13/1962,395,A
USGS,14158500,7/14/1962,392,A
USGS,14158500,7/15/1962,389,A
USGS,14158500,7/16/1962,386,A
USGS,14158500,7/17/1962,383,A
USGS,14158500,7/18/1962,380,A
USGS,14158500,7/19/1962,375,A
USGS,14158500,7/20/1962,372,A
USGS,14158500,7/21/1962,370,A
USGS,14158500,7/22/1962,368,A
USGS,14158500,7/23/1962,365,A
USGS,14158500,7/24/1962,360,A
USGS,14158500,7/25/1962,358,A
USGS,14158500,7/26/1962,355,A
USGS,14158500,7/27/1962,350,A
USGS,14158500,7/28/1962,348,A
USGS,14158500,7/29/1962,345,A
USGS,14158500,7/30/1962,342,A
USGS,14158500,7/31/1962,338,A
USGS,14158500,8/1/1962,335,A
USGS,14158500,8/2/1962,332,A
USGS,14158500,8/3/1962,332,A
USGS,14158500,8/4/1962,332,A
USGS,14158500,8/5/1962,328,A
USGS,14158500,8/6/1962,322,A
USGS,14158500,8/7/1962,325,A
USGS,14158500,8/8/1962,322,A
USGS,14158500,8/9/1962,320,A
USGS,14158500,8/10/1962,318,A
USGS,14158500,8/11/1962,315,A
USGS,14158500,8/12/1962,312,A
USGS,14158500,8/13/1962,312,A
USGS,14158500,8/14/1962,310,A
USGS,14158500,8/15/1962,308,A
USGS,14158500,8/16/1962,305,A
USGS,14158500,8/17/1962,302,A
USGS,14158500,8/18/1962,300,A
USGS,14158500,8/19/1962,298,A
USGS,14158500,8/20/1962,295,A
USGS,14158500,8/21/1962,292,A
USGS,14158500,8/22/1962,290,A
USGS,14158500,8/23/1962,288,A
USGS,14158500,8/24/1962,285,A
USGS,14158500,8/25/1962,282,A
USGS,14158500,8/26/1962,282,A
USGS,14158500,8/27/1962,280,A
USGS,14158500,8/28/1962,278,A
USGS,14158500,8/29/1962,276,A
USGS,14158500,8/30/1962,274,A
USGS,14158500,8/31/1962,272,A
USGS,14158500,9/1/1962,270,A
USGS,14158500,9/2/1962,268,A
USGS,14158500,9/3/1962,266,A
USGS,14158500,9/4/1962,270,A
USGS,14158500,9/5/1962,270,A
USGS,14158500,9/6/1962,268,A
USGS,14158500,9/7/1962,266,A
USGS,14158500,9/8/1962,264,A
USGS,14158500,9/9/1962,262,A
USGS,14158500,9/10/1962,266,A
USGS,14158500,9/11/1962,266,A
USGS,14158500,9/12/1962,262,A
USGS,14158500,9/13/1962,262,A
USGS,14158500,9/14/1962,262,A
USGS,14158500,9/15/1962,258,A
USGS,14158500,9/16/1962,252,A
USGS,14158500,9/17/1962,250,A
USGS,14158500,9/18/1962,250,A
USGS,14158500,9/19/1962,248,A
USGS,14158500,9/20/1962,246,A
USGS,14158500,9/21/1962,244,A
USGS,14158500,9/22/1962,244,A
USGS,14158500,9/23/1962,242,A
USGS,14158500,9/24/1962,240,A
USGS,14158500,9/25/1962,238,A
USGS,14158500,9/26/1962,236,A
USGS,14158500,9/27/1962,236,A
USGS,14158500,9/28/1962,244,A
USGS,14158500,9/29/1962,240,A
USGS,14158500,9/30/1962,236,A
USGS,14158500,10/1/1962,236,A
USGS,14158500,10/2/1962,236,A
USGS,14158500,10/3/1962,238,A
USGS,14158500,10/4/1962,234,A
USGS,14158500,10/5/1962,234,A
USGS,14158500,10/6/1962,236,A
USGS,14158500,10/7/1962,242,A
USGS,14158500,10/8/1962,250,A
USGS,14158500,10/9/1962,268,A
USGS,14158500,10/10/1962,285,A
USGS,14158500,10/11/1962,310,A
USGS,14158500,10/12/1962,332,A
USGS,14158500,10/13/1962,348,A
USGS,14158500,10/14/1962,368,A
USGS,14158500,10/15/1962,383,A
USGS,14158500,10/16/1962,392,A
USGS,14158500,10/17/1962,401,A
USGS,14158500,10/18/1962,407,A
USGS,14158500,10/19/1962,413,A
USGS,14158500,10/20/1962,416,A
USGS,14158500,10/21/1962,416,A
USGS,14158500,10/22/1962,413,A
USGS,14158500,10/23/1962,410,A
USGS,14158500,10/24/1962,407,A
USGS,14158500,10/25/1962,401,A
USGS,14158500,10/26/1962,395,A
USGS,14158500,10/27/1962,389,A
USGS,14158500,10/28/1962,380,A
USGS,14158500,10/29/1962,372,A
USGS,14158500,10/30/1962,362,A
USGS,14158500,10/31/1962,355,A
USGS,14158500,11/1/1962,345,A
USGS,14158500,11/2/1962,338,A
USGS,14158500,11/3/1962,325,A
USGS,14158500,11/4/1962,310,A
USGS,14158500,11/5/1962,302,A
USGS,14158500,11/6/1962,290,A
USGS,14158500,11/7/1962,276,A
USGS,14158500,11/8/1962,278,A
USGS,14158500,11/9/1962,288,A
USGS,14158500,11/10/1962,285,A
USGS,14158500,11/11/1962,300,A
USGS,14158500,11/12/1962,318,A
USGS,14158500,11/13/1962,322,A
USGS,14158500,11/14/1962,330,A
USGS,14158500,11/15/1962,338,A
USGS,14158500,11/16/1962,342,A
USGS,14158500,11/17/1962,348,A
USGS,14158500,11/18/1962,350,A
USGS,14158500,11/19/1962,355,A
USGS,14158500,11/20/1962,383,A
USGS,14158500,11/21/1962,401,A
USGS,14158500,11/22/1962,422,A
USGS,14158500,11/23/1962,464,A
USGS,14158500,11/24/1962,497,A
USGS,14158500,11/25/1962,545,A
USGS,14158500,11/26/1962,786,A
USGS,14158500,11/27/1962,854,A
USGS,14158500,11/28/1962,770,A
USGS,14158500,11/29/1962,710,A
USGS,14158500,11/30/1962,750,A
USGS,14158500,12/1/1962,838,A
USGS,14158500,12/2/1962,946,A
USGS,14158500,12/3/1962,906,A
USGS,14158500,12/4/1962,814,A
USGS,14158500,12/5/1962,770,A
USGS,14158500,12/6/1962,778,A
USGS,14158500,12/7/1962,786,A
USGS,14158500,12/8/1962,754,A
USGS,14158500,12/9/1962,722,A
USGS,14158500,12/10/1962,698,A
USGS,14158500,12/11/1962,662,A
USGS,14158500,12/12/1962,632,A
USGS,14158500,12/13/1962,608,A
USGS,14158500,12/14/1962,602,A
USGS,14158500,12/15/1962,629,A
USGS,14158500,12/16/1962,682,A
USGS,14158500,12/17/1962,662,A
USGS,14158500,12/18/1962,635,A
USGS,14158500,12/19/1962,617,A
USGS,14158500,12/20/1962,605,A
USGS,14158500,12/21/1962,590,A
USGS,14158500,12/22/1962,578,A
USGS,14158500,12/23/1962,563,A
USGS,14158500,12/24/1962,542,A
USGS,14158500,12/25/1962,524,A
USGS,14158500,12/26/1962,509,A
USGS,14158500,12/27/1962,497,A
USGS,14158500,12/28/1962,485,A
USGS,14158500,12/29/1962,467,A
USGS,14158500,12/30/1962,452,A
USGS,14158500,12/31/1962,443,A
USGS,14158500,1/1/1963,431,A
USGS,14158500,1/2/1963,431,A
USGS,14158500,1/3/1963,431,A
USGS,14158500,1/4/1963,422,A
USGS,14158500,1/5/1963,416,A
USGS,14158500,1/6/1963,410,A
USGS,14158500,1/7/1963,407,A
USGS,14158500,1/8/1963,404,A
USGS,14158500,1/9/1963,401,A
USGS,14158500,1/10/1963,398,A
USGS,14158500,1/11/1963,392,A
USGS,14158500,1/12/1963,383,A
USGS,14158500,1/13/1963,378,A
USGS,14158500,1/14/1963,375,A
USGS,14158500,1/15/1963,370,A
USGS,14158500,1/16/1963,362,A
USGS,14158500,1/17/1963,358,A
USGS,14158500,1/18/1963,355,A
USGS,14158500,1/19/1963,348,A
USGS,14158500,1/20/1963,342,A
USGS,14158500,1/21/1963,338,A
USGS,14158500,1/22/1963,332,A
USGS,14158500,1/23/1963,328,A
USGS,14158500,1/24/1963,320,A
USGS,14158500,1/25/1963,315,A
USGS,14158500,1/26/1963,308,A
USGS,14158500,1/27/1963,300,A
USGS,14158500,1/28/1963,298,A
USGS,14158500,1/29/1963,292,A
USGS,14158500,1/30/1963,288,A
USGS,14158500,1/31/1963,292,A
USGS,14158500,2/1/1963,325,A
USGS,14158500,2/2/1963,332,A
USGS,14158500,2/3/1963,467,A
USGS,14158500,2/4/1963,806,A
USGS,14158500,2/5/1963,918,A
USGS,14158500,2/6/1963,830,A
USGS,14158500,2/7/1963,798,A
USGS,14158500,2/8/1963,790,A
USGS,14158500,2/9/1963,778,A
USGS,14158500,2/10/1963,794,A
USGS,14158500,2/11/1963,778,A
USGS,14158500,2/12/1963,750,A
USGS,14158500,2/13/1963,726,A
USGS,14158500,2/14/1963,690,A
USGS,14158500,2/15/1963,650,A
USGS,14158500,2/16/1963,620,A
USGS,14158500,2/17/1963,590,A
USGS,14158500,2/18/1963,623,A
USGS,14158500,2/19/1963,782,A
USGS,14158500,2/20/1963,798,A
USGS,14158500,2/21/1963,730,A
USGS,14158500,2/22/1963,674,A
USGS,14158500,2/23/1963,644,A
USGS,14158500,2/24/1963,626,A
USGS,14158500,2/25/1963,614,A
USGS,14158500,2/26/1963,620,A
USGS,14158500,2/27/1963,617,A
USGS,14158500,2/28/1963,605,A
USGS,14158500,3/1/1963,599,A
USGS,14158500,3/2/1963,590,A
USGS,14158500,3/3/1963,575,A
USGS,14158500,3/4/1963,557,A
USGS,14158500,3/5/1963,542,A
USGS,14158500,3/6/1963,530,A
USGS,14158500,3/7/1963,518,A
USGS,14158500,3/8/1963,509,A
USGS,14158500,3/9/1963,497,A
USGS,14158500,3/10/1963,488,A
USGS,14158500,3/11/1963,479,A
USGS,14158500,3/12/1963,470,A
USGS,14158500,3/13/1963,458,A
USGS,14158500,3/14/1963,452,A
USGS,14158500,3/15/1963,446,A
USGS,14158500,3/16/1963,437,A
USGS,14158500,3/17/1963,428,A
USGS,14158500,3/18/1963,422,A
USGS,14158500,3/19/1963,419,A
USGS,14158500,3/20/1963,416,A
USGS,14158500,3/21/1963,413,A
USGS,14158500,3/22/1963,410,A
USGS,14158500,3/23/1963,410,A
USGS,14158500,3/24/1963,407,A
USGS,14158500,3/25/1963,404,A
USGS,14158500,3/26/1963,398,A
USGS,14158500,3/27/1963,407,A
USGS,14158500,3/28/1963,410,A
USGS,14158500,3/29/1963,425,A
USGS,14158500,3/30/1963,443,A
USGS,14158500,3/31/1963,425,A
USGS,14158500,4/1/1963,425,A
USGS,14158500,4/2/1963,422,A
USGS,14158500,4/3/1963,431,A
USGS,14158500,4/4/1963,443,A
USGS,14158500,4/5/1963,458,A
USGS,14158500,4/6/1963,503,A
USGS,14158500,4/7/1963,593,A
USGS,14158500,4/8/1963,635,A
USGS,14158500,4/9/1963,638,A
USGS,14158500,4/10/1963,632,A
USGS,14158500,4/11/1963,629,A
USGS,14158500,4/12/1963,626,A
USGS,14158500,4/13/1963,623,A
USGS,14158500,4/14/1963,632,A
USGS,14158500,4/15/1963,662,A
USGS,14158500,4/16/1963,654,A
USGS,14158500,4/17/1963,629,A
USGS,14158500,4/18/1963,611,A
USGS,14158500,4/19/1963,599,A
USGS,14158500,4/20/1963,581,A
USGS,14158500,4/21/1963,563,A
USGS,14158500,4/22/1963,545,A
USGS,14158500,4/23/1963,530,A
USGS,14158500,4/24/1963,518,A
USGS,14158500,4/25/1963,506,A
USGS,14158500,4/26/1963,494,A
USGS,14158500,4/27/1963,488,A
USGS,14158500,4/28/1963,476,A
USGS,14158500,4/29/1963,464,A
USGS,14158500,4/30/1963,458,A
USGS,14158500,5/1/1963,458,A
USGS,14158500,5/2/1963,476,A
USGS,14158500,5/3/1963,476,A
USGS,14158500,5/4/1963,479,A
USGS,14158500,5/5/1963,497,A
USGS,14158500,5/6/1963,587,A
USGS,14158500,5/7/1963,710,A
USGS,14158500,5/8/1963,714,A
USGS,14158500,5/9/1963,686,A
USGS,14158500,5/10/1963,670,A
USGS,14158500,5/11/1963,670,A
USGS,14158500,5/12/1963,674,A
USGS,14158500,5/13/1963,670,A
USGS,14158500,5/14/1963,662,A
USGS,14158500,5/15/1963,670,A
USGS,14158500,5/16/1963,662,A
USGS,14158500,5/17/1963,662,A
USGS,14158500,5/18/1963,682,A
USGS,14158500,5/19/1963,706,A
USGS,14158500,5/20/1963,710,A
USGS,14158500,5/21/1963,694,A
USGS,14158500,5/22/1963,670,A
USGS,14158500,5/23/1963,638,A
USGS,14158500,5/24/1963,605,A
USGS,14158500,5/25/1963,578,A
USGS,14158500,5/26/1963,557,A
USGS,14158500,5/27/1963,536,A
USGS,14158500,5/28/1963,518,A
USGS,14158500,5/29/1963,503,A
USGS,14158500,5/30/1963,488,A
USGS,14158500,5/31/1963,476,A
USGS,14158500,6/1/1963,467,A
USGS,14158500,6/2/1963,455,A
USGS,14158500,6/3/1963,443,A
USGS,14158500,6/4/1963,428,A
USGS,14158500,6/5/1963,425,A
USGS,14158500,6/6/1963,413,A
USGS,14158500,6/7/1963,407,A
USGS,14158500,6/8/1963,404,A
USGS,14158500,6/9/1963,401,A
USGS,14158500,6/10/1963,398,A
USGS,14158500,6/11/1963,392,A
USGS,14158500,6/12/1963,389,A
USGS,14158500,6/13/1963,386,A
USGS,14158500,6/14/1963,380,A
USGS,14158500,6/15/1963,378,A
USGS,14158500,6/16/1963,375,A
USGS,14158500,6/17/1963,372,A
USGS,14158500,6/18/1963,370,A
USGS,14158500,6/19/1963,368,A
USGS,14158500,6/20/1963,362,A
USGS,14158500,6/21/1963,362,A
USGS,14158500,6/22/1963,365,A
USGS,14158500,6/23/1963,360,A
USGS,14158500,6/24/1963,355,A
USGS,14158500,6/25/1963,352,A
USGS,14158500,6/26/1963,350,A
USGS,14158500,6/27/1963,348,A
USGS,14158500,6/28/1963,348,A
USGS,14158500,6/29/1963,348,A
USGS,14158500,6/30/1963,345,A
USGS,14158500,7/1/1963,342,A
USGS,14158500,7/2/1963,340,A
USGS,14158500,7/3/1963,338,A
USGS,14158500,7/4/1963,335,A
USGS,14158500,7/5/1963,332,A
USGS,14158500,7/6/1963,335,A
USGS,14158500,7/7/1963,332,A
USGS,14158500,7/8/1963,330,A
USGS,14158500,7/9/1963,325,A
USGS,14158500,7/10/1963,325,A
USGS,14158500,7/11/1963,322,A
USGS,14158500,7/12/1963,320,A
USGS,14158500,7/13/1963,320,A
USGS,14158500,7/14/1963,320,A
USGS,14158500,7/15/1963,318,A
USGS,14158500,7/16/1963,315,A
USGS,14158500,7/17/1963,312,A
USGS,14158500,7/18/1963,310,A
USGS,14158500,7/19/1963,305,A
USGS,14158500,7/20/1963,302,A
USGS,14158500,7/21/1963,300,A
USGS,14158500,7/22/1963,298,A
USGS,14158500,7/23/1963,292,A
USGS,14158500,7/24/1963,292,A
USGS,14158500,7/25/1963,288,A
USGS,14158500,7/26/1963,285,A
USGS,14158500,7/27/1963,282,A
USGS,14158500,7/28/1963,280,A
USGS,14158500,7/29/1963,276,A
USGS,14158500,7/30/1963,272,A
USGS,14158500,7/31/1963,270,A
USGS,14158500,8/1/1963,268,A
USGS,14158500,8/2/1963,264,A
USGS,14158500,8/3/1963,262,A
USGS,14158500,8/4/1963,260,A
USGS,14158500,8/5/1963,258,A
USGS,14158500,8/6/1963,260,A
USGS,14158500,8/7/1963,258,A
USGS,14158500,8/8/1963,256,A
USGS,14158500,8/9/1963,254,A
USGS,14158500,8/10/1963,254,A
USGS,14158500,8/11/1963,252,A
USGS,14158500,8/12/1963,248,A
USGS,14158500,8/13/1963,248,A
USGS,14158500,8/14/1963,246,A
USGS,14158500,8/15/1963,244,A
USGS,14158500,8/16/1963,246,A
USGS,14158500,8/17/1963,244,A
USGS,14158500,8/18/1963,242,A
USGS,14158500,8/19/1963,240,A
USGS,14158500,8/20/1963,238,A
USGS,14158500,8/21/1963,236,A
USGS,14158500,8/22/1963,234,A
USGS,14158500,8/23/1963,232,A
USGS,14158500,8/24/1963,232,A
USGS,14158500,8/25/1963,230,A
USGS,14158500,8/26/1963,232,A
USGS,14158500,8/27/1963,230,A
USGS,14158500,8/28/1963,230,A
USGS,14158500,8/29/1963,228,A
USGS,14158500,8/30/1963,226,A
USGS,14158500,8/31/1963,226,A
USGS,14158500,9/1/1963,226,A
USGS,14158500,9/2/1963,224,A
USGS,14158500,9/3/1963,222,A
USGS,14158500,9/4/1963,220,A
USGS,14158500,9/5/1963,220,A
USGS,14158500,9/6/1963,222,A
USGS,14158500,9/7/1963,222,A
USGS,14158500,9/8/1963,220,A
USGS,14158500,9/9/1963,220,A
USGS,14158500,9/10/1963,218,A
USGS,14158500,9/11/1963,218,A
USGS,14158500,9/12/1963,216,A
USGS,14158500,9/13/1963,218,A
USGS,14158500,9/14/1963,216,A
USGS,14158500,9/15/1963,222,A
USGS,14158500,9/16/1963,220,A
USGS,14158500,9/17/1963,218,A
USGS,14158500,9/18/1963,220,A
USGS,14158500,9/19/1963,220,A
USGS,14158500,9/20/1963,220,A
USGS,14158500,9/21/1963,220,A
USGS,14158500,9/22/1963,218,A
USGS,14158500,9/23/1963,220,A
USGS,14158500,9/24/1963,216,A
USGS,14158500,9/25/1963,214,A
USGS,14158500,9/26/1963,214,A
USGS,14158500,9/27/1963,212,A
USGS,14158500,9/28/1963,210,A
USGS,14158500,9/29/1963,210,A
USGS,14158500,9/30/1963,210,A
USGS,14158500,10/1/1963,208,A
USGS,14158500,10/2/1963,206,A
USGS,14158500,10/3/1963,204,A
USGS,14158500,10/4/1963,202,A
USGS,14158500,10/5/1963,202,A
USGS,14158500,10/6/1963,200,A
USGS,14158500,10/7/1963,198,A
USGS,14158500,10/8/1963,196,A
USGS,14158500,10/9/1963,196,A
USGS,14158500,10/10/1963,194,A
USGS,14158500,10/11/1963,188,A
USGS,14158500,10/12/1963,184,A
USGS,14158500,10/13/1963,182,A
USGS,14158500,10/14/1963,180,A
USGS,14158500,10/15/1963,180,A
USGS,14158500,10/16/1963,178,A
USGS,14158500,10/17/1963,178,A
USGS,14158500,10/18/1963,176,A
USGS,14158500,10/19/1963,176,A
USGS,14158500,10/20/1963,176,A
USGS,14158500,10/21/1963,178,A
USGS,14158500,10/22/1963,180,A
USGS,14158500,10/23/1963,180,A
USGS,14158500,10/24/1963,184,A
USGS,14158500,10/25/1963,190,A
USGS,14158500,10/26/1963,190,A
USGS,14158500,10/27/1963,192,A
USGS,14158500,10/28/1963,198,A
USGS,14158500,10/29/1963,200,A
USGS,14158500,10/30/1963,200,A
USGS,14158500,10/31/1963,200,A
USGS,14158500,11/1/1963,198,A
USGS,14158500,11/2/1963,200,A
USGS,14158500,11/3/1963,200,A
USGS,14158500,11/4/1963,208,A
USGS,14158500,11/5/1963,208,A
USGS,14158500,11/6/1963,220,A
USGS,14158500,11/7/1963,238,A
USGS,14158500,11/8/1963,300,A
USGS,14158500,11/9/1963,320,A
USGS,14158500,11/10/1963,368,A
USGS,14158500,11/11/1963,410,A
USGS,14158500,11/12/1963,425,A
USGS,14158500,11/13/1963,440,A
USGS,14158500,11/14/1963,473,A
USGS,14158500,11/15/1963,542,A
USGS,14158500,11/16/1963,587,A
USGS,14158500,11/17/1963,599,A
USGS,14158500,11/18/1963,599,A
USGS,14158500,11/19/1963,590,A
USGS,14158500,11/20/1963,578,A
USGS,14158500,11/21/1963,560,A
USGS,14158500,11/22/1963,548,A
USGS,14158500,11/23/1963,554,A
USGS,14158500,11/24/1963,563,A
USGS,14158500,11/25/1963,554,A
USGS,14158500,11/26/1963,548,A
USGS,14158500,11/27/1963,560,A
USGS,14158500,11/28/1963,557,A
USGS,14158500,11/29/1963,539,A
USGS,14158500,11/30/1963,518,A
USGS,14158500,12/1/1963,503,A
USGS,14158500,12/2/1963,491,A
USGS,14158500,12/3/1963,479,A
USGS,14158500,12/4/1963,467,A
USGS,14158500,12/5/1963,455,A
USGS,14158500,12/6/1963,461,A
USGS,14158500,12/7/1963,452,A
USGS,14158500,12/8/1963,458,A
USGS,14158500,12/9/1963,452,A
USGS,14158500,12/10/1963,440,A
USGS,14158500,12/11/1963,431,A
USGS,14158500,12/12/1963,425,A
USGS,14158500,12/13/1963,419,A
USGS,14158500,12/14/1963,413,A
USGS,14158500,12/15/1963,410,A
USGS,14158500,12/16/1963,404,A
USGS,14158500,12/17/1963,398,A
USGS,14158500,12/18/1963,392,A
USGS,14158500,12/19/1963,386,A
USGS,14158500,12/20/1963,389,A
USGS,14158500,12/21/1963,380,A
USGS,14158500,12/22/1963,368,A
USGS,14158500,12/23/1963,362,A
USGS,14158500,12/24/1963,358,A
USGS,14158500,12/25/1963,355,A
USGS,14158500,12/26/1963,355,A
USGS,14158500,12/27/1963,350,A
USGS,14158500,12/28/1963,365,A
USGS,14158500,12/29/1963,360,A
USGS,14158500,12/30/1963,362,A
USGS,14158500,12/31/1963,372,A
USGS,14158500,1/1/1964,386,A
USGS,14158500,1/2/1964,407,A
USGS,14158500,1/3/1964,407,A
USGS,14158500,1/4/1964,410,A
USGS,14158500,1/5/1964,416,A
USGS,14158500,1/6/1964,434,A
USGS,14158500,1/7/1964,422,A
USGS,14158500,1/8/1964,422,A
USGS,14158500,1/9/1964,428,A
USGS,14158500,1/10/1964,419,A
USGS,14158500,1/11/1964,410,A
USGS,14158500,1/12/1964,404,A
USGS,14158500,1/13/1964,398,A
USGS,14158500,1/14/1964,392,A
USGS,14158500,1/15/1964,383,A
USGS,14158500,1/16/1964,386,A
USGS,14158500,1/17/1964,392,A
USGS,14158500,1/18/1964,383,A
USGS,14158500,1/19/1964,383,A
USGS,14158500,1/20/1964,374,A
USGS,14158500,1/21/1964,383,A
USGS,14158500,1/22/1964,383,A
USGS,14158500,1/23/1964,375,A
USGS,14158500,1/24/1964,378,A
USGS,14158500,1/25/1964,375,A
USGS,14158500,1/26/1964,365,A
USGS,14158500,1/27/1964,358,A
USGS,14158500,1/28/1964,358,A
USGS,14158500,1/29/1964,372,A
USGS,14158500,1/30/1964,380,A
USGS,14158500,1/31/1964,395,A
USGS,14158500,2/1/1964,413,A
USGS,14158500,2/2/1964,413,A
USGS,14158500,2/3/1964,419,A
USGS,14158500,2/4/1964,425,A
USGS,14158500,2/5/1964,428,A
USGS,14158500,2/6/1964,434,A
USGS,14158500,2/7/1964,434,A
USGS,14158500,2/8/1964,434,A
USGS,14158500,2/9/1964,434,A
USGS,14158500,2/10/1964,431,A
USGS,14158500,2/11/1964,428,A
USGS,14158500,2/12/1964,422,A
USGS,14158500,2/13/1964,419,A
USGS,14158500,2/14/1964,413,A
USGS,14158500,2/15/1964,416,A
USGS,14158500,2/16/1964,407,A
USGS,14158500,2/17/1964,395,A
USGS,14158500,2/18/1964,383,A
USGS,14158500,2/19/1964,372,A
USGS,14158500,2/20/1964,365,A
USGS,14158500,2/21/1964,355,A
USGS,14158500,2/22/1964,350,A
USGS,14158500,2/23/1964,340,A
USGS,14158500,2/24/1964,332,A
USGS,14158500,2/25/1964,322,A
USGS,14158500,2/26/1964,312,A
USGS,14158500,2/27/1964,305,A
USGS,14158500,2/28/1964,295,A
USGS,14158500,2/29/1964,288,A
USGS,14158500,3/1/1964,285,A
USGS,14158500,3/2/1964,276,A
USGS,14158500,3/3/1964,268,A
USGS,14158500,3/4/1964,266,A
USGS,14158500,3/5/1964,272,A
USGS,14158500,3/6/1964,266,A
USGS,14158500,3/7/1964,264,A
USGS,14158500,3/8/1964,264,A
USGS,14158500,3/9/1964,266,A
USGS,14158500,3/10/1964,268,A
USGS,14158500,3/11/1964,274,A
USGS,14158500,3/12/1964,274,A
USGS,14158500,3/13/1964,266,A
USGS,14158500,3/14/1964,264,A
USGS,14158500,3/15/1964,266,A
USGS,14158500,3/16/1964,262,A
